StartDate,EndDate,Duration__in_seconds_,Finished,agecat,female,educ,white,black,hispanic,sthasian,othasian,arab,other,marriage,kids,cvbless,cvself,cvother,cvconseq,cvexagg,cvmanmade,cvpunish,cvwakeup,cvtest,cvaction,signdoj,chinapunish,stillpunish,cvunfold,ui1,ui2,ui3,feardeath,disrupt,miss1,miss2,miss3,miss4,miss5,miss6,miss7,comfself,comfkids,comfspou,comfold,pray,quranread,grateful,livefam,fam_conc,si_conc,rquran_cope,lquran_cope,dua_cope,forgive_cope,pray_cope,lecture_cope,breathe_cope,exercise_cope,walk_cope,famtime_cope,famphone_cope,donate_cope,buy_cope,entertain_cope,eat_cope,donate,anxious,nervous,calm,chknews,mas_fri,mas_5x,mas_close,mas_trust,gia_approve,gia_bad,gia_trouble,connect,ti_punish,ti_endtim,ti_mankid,ti_manmar,ti_stress,ti_isleth,ti_fam,ti_worship,ti_trials,ti_parntng,ti_grateful,ti_calm,ti_epidem,ti_uncertnty,ti_famcon,word_w,word_h,tpsent,tpsentscore,word_hsent,word_hsentscore,word_hsentpol,cope_relig,cope_social,cope_neg,ui,uintol,rcalm,mhealth,cvfear,outlook_pos,outlook_neg,married,pray5
13803822151,13803822521,370,1. True,2. 18 - 24,Female,3. Some college but no degree,No,No,No,Yes,No,No,No,1. Single,No,3. A moderate amount,4. Quite concerned,5. Extremely concerned,3. Somewhat concerned,2. A little exaggerated,Might or might not,3. A moderate amount,5. A great deal,4. A lot,2. A little,3. A moderate amount,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,4. Somewhat agree,4. Quite afraid,2. A little upset,3. 3,5. 5,1. 1,2. 2,4. 4,6. 6,7. 7,Somewhat uncomfortable,,,Somewhat comfortable,4. 5,3. At least once a week,Very often,Yes,4. Somewhat positive,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Quite likely,2. Sometimes,2. Sometimes,3. About half the time,4. Most of the time,1. Extremely unreasonable,2. Somewhat unreasonable,1. Yes,2. A little,4. Somewhat agree,2. Somewhat disagree,2. Somewhat disagree,About the same,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,,,,,,,,2,1,1,2.6666667,2.3333333,2,2,4,Yes,No,No,Yes
13803822299,13803822550,251,1. True,3. 25 - 34,Female,4. Bachelor's degree,No,No,No,No,No,Yes,No,1. Single,No,2. A little,3. Somewhat concerned,3. Somewhat concerned,4. Quite concerned,2. A little exaggerated,Might or might not,3. A moderate amount,4. A lot,4. A lot,4. A lot,2. A little,2. A little,2. A little,5. I really have no idea,4. Somewhat agree,5. Strongly agree,5. Strongly agree,3. Somewhat afraid,5. Very upset,2. 2,3. 3,6. 6,4. 4,1. 1,5. 5,7. 7,Neutral,,,Neutral,1. 0,2. At least once a month,Sometimes,Yes,2. Somewhat negative,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Not likely at all,4. Most of the time,4. Most of the time,2. Sometimes,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,2. A little,3. Neither agree nor disagree,5. Strongly agree,1. Strongly disagree,Much worse,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,1,3,4.6666665,0.33333349,3,3.6666667,3.3333333,No,No,No,No
13803821819,13803822552,733,1. True,3. 25 - 34,Female,4. Bachelor's degree,No,No,No,No,Yes,No,No,2. Married,Yes,5. A great deal,2. A little concerned,3. Somewhat concerned,4. Quite concerned,5. Extremely exaggerated,Might or might not,2. A little,5. A great deal,5. A great deal,5. A great deal,3. A moderate amount,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,2. Somewhat disagree,4. Somewhat agree,2. A little afraid,2. A little upset,4. 4,5. 5,2. 2,3. 3,1. 1,6. 6,7. 7,,Neutral,Neutral,,4. 5,3. At least once a week,Sometimes,Yes,4. Somewhat positive,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Quite likely,1. Never,1. Never,5. Always,2. Sometimes,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,5. A great deal,1. Strongly disagree,5. Strongly agree,1. Strongly disagree,Much better,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,5,2,0,3,2,0,0.66666669,3,Yes,No,Yes,Yes
13803822031,13803822564,532,1. True,3. 25 - 34,Male,5. Master's degree,Yes,No,No,No,No,No,No,1. Single,No,4. A lot,3. Somewhat concerned,3. Somewhat concerned,3. Somewhat concerned,2. A little exaggerated,Might or might not,5. A great deal,5. A great deal,5. A great deal,3. A moderate amount,2. A little,3. A moderate amount,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",5. Strongly agree,1. Strongly disagree,4. Somewhat agree,3. Somewhat afraid,1. Not at all upset,4. 4,3. 3,1. 1,2. 2,5. 5,6. 6,7. 7,Somewhat comfortable,,,Extremely comfortable,4. 5,1. Hardly ever,Never,Yes,5. Extremely positive,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Quite likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat worse,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Nothing,Life will go on soon inshaAllah,,,Positive,1,0,4,1,0,3.3333333,1.6666667,1,1.6666666,3,Yes,No,No,Yes
13803821548,13803822602,1053,1. True,6. 55+,Male,5. Master's degree,No,No,No,No,No,Yes,No,2. Married,Yes,2. A little,5. Extremely concerned,5. Extremely concerned,5. Extremely concerned,3. Somewhat exaggerated,Probably yes,1. None at all,5. A great deal,4. A lot,4. A lot,2. A little,3. A moderate amount,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",5. Strongly agree,5. Strongly agree,5. Strongly agree,5. Extremely afraid,4. Quite upset,4. 4,1. 1,3. 3,2. 2,5. 5,6. 6,7. 7,Somewhat comfortable,Extremely comfortable,Somewhat comfortable,,5. 5 + sunnahs,4. More than once a week,Very often,Yes,4. Somewhat positive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Quite likely,3. About half the time,2. Sometimes,3. About half the time,5. Always,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,3. A moderate amount,4. Somewhat agree,4. Somewhat agree,1. Strongly disagree,Much better,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,,,,,,,6,1,2,5,0,2,2.3333333,5,Yes,No,Yes,Yes
13803822216,13803822608,392,1. True,2. 18 - 24,Female,3. Some college but no degree,No,No,No,Yes,No,No,No,1. Single,No,2. A little,2. A little concerned,2. A little concerned,3. Somewhat concerned,1. Not at all exaggerated,Definitely not,1. None at all,2. A little,5. A great deal,1. None at all,3. A moderate amount,2. A little,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,4. Somewhat agree,5. Extremely afraid,3. Somewhat upset,4. 4,5. 5,2. 2,1. 1,7. 7,6. 6,3. 3,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,2. 1 to 2,3. At least once a week,Sometimes,Yes,4. Somewhat positive,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Somewhat likely,1. Never,2. Sometimes,4. Most of the time,2. Sometimes,2. Somewhat unreasonable,2. Somewhat unreasonable,1. Yes,5. A great deal,5. Strongly agree,2. Somewhat disagree,2. Somewhat disagree,About the same,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,School,Faith,Neutral,0,Positive,4,0,5,1,0,2.6666667,2.3333333,1,1.3333334,2.3333333,Yes,No,No,No
13803821740,13803822620,879,1. True,4. 35 - 44,Female,5. Master's degree,No,No,No,No,Yes,No,No,"3. Divorced, not currently married",Yes,4. A lot,2. A little concerned,3. Somewhat concerned,2. A little concerned,3. Somewhat exaggerated,Probably not,2. A little,4. A lot,5. A great deal,3. A moderate amount,4. A lot,3. A moderate amount,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,2. Somewhat disagree,4. Somewhat agree,2. A little afraid,2. A little upset,5. 5,7. 7,2. 2,1. 1,3. 3,4. 4,6. 6,Somewhat uncomfortable,Extremely comfortable,,Neutral,5. 5 + sunnahs,5. Daily,Sometimes,Yes,5. Extremely positive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,A little likely,3. About half the time,2. Sometimes,2. Sometimes,4. Most of the time,2. Somewhat unreasonable,2. Somewhat unreasonable,1. Yes,5. A great deal,5. Strongly agree,4. Somewhat agree,2. Somewhat disagree,Somewhat better,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Be the victim,That there is good/wisdom in every decree,Neutral,0,Positive,1,0,5,2,0,3.3333333,1.6666667,3,2.6666667,2.3333333,Yes,No,No,Yes
13803820112,13803822624,2512,1. True,4. 35 - 44,Female,5. Master's degree,No,No,No,Yes,No,No,No,1. Single,No,2. A little,2. A little concerned,4. Quite concerned,4. Quite concerned,1. Not at all exaggerated,Probably not,1. None at all,3. A moderate amount,5. A great deal,3. A moderate amount,2. A little,,1. None at all,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",3. Neither agree nor disagree,4. Somewhat agree,4. Somewhat agree,1. Not afraid at all,2. A little upset,2. 2,6. 6,4. 4,1. 1,3. 3,5. 5,7. 7,Extremely comfortable,,,Somewhat comfortable,2. 1 to 2,2. At least once a month,Quite often,No,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Extreme likely,2. Sometimes,2. Sometimes,4. Most of the time,3. About half the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,3. A moderate amount,5. Strongly agree,4. Somewhat agree,4. Somewhat agree,Somewhat better,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,irresponsiblity,collaboration,,,Positive,1,0,4,0,0,3.6666667,1.3333333,1,1.6666666,3.3333333,No,Yes,No,No
13803822157,13803822629,471,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,Yes,No,No,No,1. Single,No,5. A great deal,2. A little concerned,2. A little concerned,3. Somewhat concerned,3. Somewhat exaggerated,Probably not,2. A little,5. A great deal,4. A lot,5. A great deal,3. A moderate amount,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,4. Somewhat agree,3. Somewhat afraid,1. Not at all upset,3. 3,5. 5,2. 2,1. 1,4. 4,6. 6,7. 7,Extremely comfortable,,,Somewhat comfortable,5. 5 + sunnahs,5. Daily,Very often,Yes,3. Neither positive nor negative,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Quite likely,2. Sometimes,1. Never,4. Most of the time,3. About half the time,3. Neutral,4. Somewhat reasonable,3. Not sure,3. A moderate amount,4. Somewhat agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Uncertainty,Mindfulness,Neutral,0,Neutral,0,0,1,0,0,2.6666667,2.3333333,1,1.3333334,2.3333333,Yes,No,No,Yes
13803821858,13803822638,780,1. True,4. 35 - 44,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,Yes,5. A great deal,2. A little concerned,4. Quite concerned,4. Quite concerned,3. Somewhat exaggerated,Probably yes,4. A lot,5. A great deal,5. A great deal,5. A great deal,5. A great deal,5. A great deal,5. A great deal,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,4. Somewhat agree,4. Somewhat agree,2. A little afraid,2. A little upset,4. 4,5. 5,1. 1,3. 3,2. 2,6. 6,7. 7,Extremely comfortable,Extremely comfortable,Neutral,,5. 5 + sunnahs,5. Daily,Very often,Yes,5. Extremely positive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Extreme likely,3. About half the time,3. About half the time,4. Most of the time,5. Always,1. Extremely unreasonable,3. Neutral,3. Not sure,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Health,Iman,Positive,1,Positive,1,0,5,0,2,3.6666667,1.3333333,1,2.3333333,3.3333333,Yes,No,Yes,Yes
13803822189,13803822669,480,1. True,1. Under 18,Female,1. Less than high school degree,Yes,No,No,No,No,Yes,No,1. Single,No,5. A great deal,4. Quite concerned,5. Extremely concerned,3. Somewhat concerned,4. Quite exaggerated,Probably not,4. A lot,4. A lot,4. A lot,4. A lot,2. A little,4. A lot,3. A moderate amount,5. I really have no idea,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Quite afraid,4. Quite upset,2. 2,3. 3,4. 4,5. 5,1. 1,6. 6,7. 7,Neutral,,,Somewhat comfortable,5. 5 + sunnahs,2. At least once a month,Quite often,Yes,4. Somewhat positive,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,A little likely,1. Never,1. Never,5. Always,2. Sometimes,3. Neutral,3. Neutral,3. Not sure,5. A great deal,5. Strongly agree,3. Neither agree nor disagree,2. Somewhat disagree,About the same,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Chaos,End,Negative,-1,Neutral,0,0,2,1,1,3,2,0,0.66666669,4,No,No,No,Yes
13803822126,13803822670,543,1. True,6. 55+,Male,2. High school graduate (high school diploma or equivalent including GED),No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,3. Somewhat concerned,3. Somewhat concerned,3. Somewhat concerned,3. Somewhat exaggerated,Probably not,3. A moderate amount,3. A moderate amount,3. A moderate amount,3. A moderate amount,3. A moderate amount,3. A moderate amount,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,4. Somewhat agree,4. Somewhat agree,3. Somewhat afraid,3. Somewhat upset,3. 3,6. 6,1. 1,2. 2,4. 4,5. 5,7. 7,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,3. 3 to 4,4. More than once a week,Quite often,Yes,4. Somewhat positive,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Quite likely,2. Sometimes,2. Sometimes,3. About half the time,2. Sometimes,5. Extremely reasonable,4. Somewhat reasonable,1. Yes,4. A lot,4. Somewhat agree,4. Somewhat agree,5. Strongly agree,Somewhat better,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,1,0,0,4,1,2,2,3,Yes,No,Yes,No
13803821573,13803822716,1142,1. True,4. 35 - 44,Male,4. Bachelor's degree,No,No,No,No,Yes,No,No,2. Married,Yes,3. A moderate amount,2. A little concerned,3. Somewhat concerned,2. A little concerned,4. Quite exaggerated,Might or might not,2. A little,5. A great deal,5. A great deal,5. A great deal,3. A moderate amount,2. A little,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,1. Strongly disagree,2. Somewhat disagree,2. A little afraid,1. Not at all upset,4. 4,5. 5,1. 1,2. 2,6. 6,3. 3,7. 7,Neutral,Extremely comfortable,Extremely comfortable,,5. 5 + sunnahs,5. Daily,Quite often,Yes,4. Somewhat positive,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Somewhat likely,2. Sometimes,2. Sometimes,3. About half the time,2. Sometimes,2. Somewhat unreasonable,2. Somewhat unreasonable,3. Not sure,2. A little,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Family members,Stronger connection with Allah,Positive,1,Positive,6,0,2,1,0,2.3333333,2.6666667,2,2,2.3333333,Yes,No,Yes,Yes
13803822389,13803822766,376,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,No,No,Yes,No,1. Single,No,3. A moderate amount,3. Somewhat concerned,5. Extremely concerned,5. Extremely concerned,3. Somewhat exaggerated,Might or might not,2. A little,5. A great deal,5. A great deal,5. A great deal,3. A moderate amount,3. A moderate amount,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,2. Somewhat disagree,3. Neither agree nor disagree,5. Extremely afraid,4. Quite upset,4. 4,2. 2,5. 5,1. 1,3. 3,6. 6,7. 7,Extremely comfortable,,,Extremely comfortable,5. 5 + sunnahs,3. At least once a week,Quite often,Yes,5. Extremely positive,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Extreme likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,2. Somewhat unreasonable,3. Neutral,2. No,5. A great deal,5. Strongly agree,3. Neither agree nor disagree,2. Somewhat disagree,About the same,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,My parents,Gods mercy,Negative,-1,Positive,4,0,3,1,0,3,2,1,1.6666666,4.3333335,Yes,No,No,Yes
13803822152,13803822787,634,1. True,6. 55+,Female,3. Some college but no degree,No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,5. Extremely concerned,5. Extremely concerned,5. Extremely concerned,1. Not at all exaggerated,Might or might not,,4. A lot,3. A moderate amount,3. A moderate amount,,1. None at all,,5. I really have no idea,1. Strongly disagree,1. Strongly disagree,4. Somewhat agree,3. Somewhat afraid,1. Not at all upset,3. 3,7. 7,2. 2,1. 1,4. 4,6. 6,5. 5,Somewhat uncomfortable,Extremely comfortable,,,5. 5 + sunnahs,4. More than once a week,Quite often,Yes,4. Somewhat positive,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,3. About half the time,3. About half the time,3. About half the time,4. Most of the time,5. Extremely reasonable,2. Somewhat unreasonable,3. Not sure,5. A great deal,5. Strongly agree,3. Neither agree nor disagree,4. Somewhat agree,Somewhat better,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Health problems,,,,,,,4,0,0,2,3,2,2.6666667,5,No,No,Yes,Yes
13803822391,13803822790,398,1. True,6. 55+,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,3. Somewhat concerned,4. Quite concerned,3. Somewhat concerned,1. Not at all exaggerated,Probably not,2. A little,5. A great deal,5. A great deal,3. A moderate amount,2. A little,1. None at all,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,3. Neither agree nor disagree,4. Somewhat agree,3. Somewhat afraid,1. Not at all upset,,,,,,,,Extremely comfortable,Extremely comfortable,Somewhat uncomfortable,Neutral,5. 5 + sunnahs,5. Daily,Very often,Yes,5. Extremely positive,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Quite likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,5. A great deal,5. Strongly agree,4. Somewhat agree,4. Somewhat agree,Somewhat better,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Income.,Healing.,,,Positive,1,0,5,0,0,3.3333333,1.6666667,1,1.6666666,3.3333333,Yes,No,Yes,Yes
13803822385,13803822933,547,1. True,4. 35 - 44,Male,5. Master's degree,No,No,No,No,Yes,No,No,2. Married,Yes,4. A lot,4. Quite concerned,5. Extremely concerned,5. Extremely concerned,4. Quite exaggerated,Definitely not,2. A little,5. A great deal,5. A great deal,5. A great deal,3. A moderate amount,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,4. Somewhat agree,1. Not afraid at all,2. A little upset,4. 4,5. 5,1. 1,2. 2,3. 3,6. 6,7. 7,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,5. 5 + sunnahs,4. More than once a week,Very often,Yes,5. Extremely positive,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Quite likely,2. Sometimes,1. Never,4. Most of the time,4. Most of the time,2. Somewhat unreasonable,2. Somewhat unreasonable,2. No,2. A little,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,trump,peace,,,Positive,6,0,6,2,0,2.6666667,2.3333333,1,1.3333334,4.6666665,Yes,No,Yes,Yes
13803822063,13803822977,913,1. True,2. 18 - 24,Female,3. Some college but no degree,No,No,No,Yes,No,No,No,1. Single,No,3. A moderate amount,1. Not at all concerned,3. Somewhat concerned,2. A little concerned,1. Not at all exaggerated,Might or might not,3. A moderate amount,5. A great deal,3. A moderate amount,4. A lot,2. A little,2. A little,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,1. Strongly disagree,2. Somewhat disagree,2. A little afraid,2. A little upset,3. 3,5. 5,4. 4,2. 2,1. 1,7. 7,6. 6,Somewhat uncomfortable,,,Somewhat comfortable,4. 5,5. Daily,Sometimes,Yes,4. Somewhat positive,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Extreme likely,4. Most of the time,2. Sometimes,2. Sometimes,3. About half the time,3. Neutral,2. Somewhat unreasonable,2. No,3. A moderate amount,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,"That I am not worried maybe like I should be , making me feel do I really have adequate taqwa","I have heard people who die in a plague are considered shaheed , so when I think of dying due to coronavirus I think I will die as a shaheed , and I feel okay ,but I am not sure whether coronavirus comes under the plague title .",Negative,-1,Negative,-7,0,2,0,0,2.3333333,2.6666667,3,3,2,Yes,No,No,Yes
13803821131,13803822982,1851,1. True,3. 25 - 34,Male,5. Master's degree,No,No,No,Yes,No,No,No,1. Single,No,3. A moderate amount,4. Quite concerned,4. Quite concerned,3. Somewhat concerned,1. Not at all exaggerated,Probably not,3. A moderate amount,5. A great deal,5. A great deal,3. A moderate amount,1. None at all,1. None at all,1. None at all,5. I really have no idea,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Somewhat agree,4. Quite afraid,2. A little upset,3. 3,7. 7,1. 1,2. 2,5. 5,4. 4,6. 6,Somewhat uncomfortable,,,Extremely comfortable,5. 5 + sunnahs,5. Daily,Sometimes,Yes,4. Somewhat positive,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Quite likely,2. Sometimes,2. Sometimes,3. About half the time,3. About half the time,1. Extremely unreasonable,3. Neutral,3. Not sure,3. A moderate amount,4. Somewhat agree,1. Strongly disagree,1. Strongly disagree,About the same,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,dying and meeting Allah,It'll bring me closer to Allah,,,Positive,1,0,3,0,1,3.3333333,1.6666667,2,2,3.6666667,No,No,No,Yes
13803822117,13803823008,890,1. True,4. 35 - 44,Female,3. Some college but no degree,No,No,No,Yes,No,No,No,2. Married,Yes,4. A lot,4. Quite concerned,5. Extremely concerned,3. Somewhat concerned,1. Not at all exaggerated,Might or might not,3. A moderate amount,5. A great deal,4. A lot,4. A lot,3. A moderate amount,2. A little,4. A lot,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",4. Somewhat agree,2. Somewhat disagree,4. Somewhat agree,2. A little afraid,1. Not at all upset,3. 3,5. 5,2. 2,1. 1,4. 4,6. 6,7. 7,Somewhat comfortable,Somewhat comfortable,Extremely comfortable,Somewhat comfortable,5. 5 + sunnahs,5. Daily,Very often,Yes,5. Extremely positive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Quite likely,3. About half the time,3. About half the time,3. About half the time,5. Always,4. Somewhat reasonable,3. Neutral,3. Not sure,3. A moderate amount,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,About the same,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,My husband,Allah,Negative,-1,Positive,1,0,5,2,0,3.3333333,1.6666667,2,2.6666667,4,No,Yes,Yes,Yes
13803822405,13803823025,619,1. True,2. 18 - 24,Female,4. Bachelor's degree,Yes,No,No,No,No,No,No,2. Married,No,3. A moderate amount,2. A little concerned,2. A little concerned,3. Somewhat concerned,3. Somewhat exaggerated,Might or might not,3. A moderate amount,5. A great deal,3. A moderate amount,4. A lot,1. None at all,2. A little,4. A lot,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",2. Somewhat disagree,1. Strongly disagree,1. Strongly disagree,1. Not afraid at all,2. A little upset,5. 5,7. 7,2. 2,1. 1,3. 3,4. 4,6. 6,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,5. 5 + sunnahs,3. At least once a week,Quite often,Yes,4. Somewhat positive,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Extreme likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,1. Extremely unreasonable,2. Somewhat unreasonable,1. Yes,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Prayer,Allah will help us,Neutral,0,Positive,2,0,3,0,0,1.3333334,3.6666665,1,1.6666666,2.3333333,No,Yes,Yes,Yes
13803822641,13803823108,466,1. True,2. 18 - 24,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,1. Single,No,4. A lot,2. A little concerned,4. Quite concerned,3. Somewhat concerned,1. Not at all exaggerated,Probably not,2. A little,3. A moderate amount,4. A lot,3. A moderate amount,5. A great deal,3. A moderate amount,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,4. Somewhat agree,5. Strongly agree,4. Quite afraid,2. A little upset,3. 3,4. 4,5. 5,1. 1,2. 2,6. 6,7. 7,Neutral,,,Somewhat comfortable,2. 1 to 2,2. At least once a month,Sometimes,Yes,4. Somewhat positive,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,A little likely,2. Sometimes,2. Sometimes,3. About half the time,5. Always,1. Extremely unreasonable,1. Extremely unreasonable,3. Not sure,2. A little,4. Somewhat agree,1. Strongly disagree,2. Somewhat disagree,About the same,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Sickness,Study time,,,Positive,1,0,3,2,3,4.3333335,0.66666651,2,2,3,Yes,No,No,No
